187.641162396,9236432773.97,19899041117.0,106048379.0,106048379.0,0.04,-4.72,15.38,97731.06585778,189.76,188.20,188.05,188.07
187.812007207,9237288811.32,19917194429.0,106048568.0,106048568.0,0.16,-4.55,15.46,97289.55385953,189.72,188.15,187.95,188.07
188.384075965,9143403842.01,19977861502.0,106048568.0,106048568.0,0.54,-4.05,15.76,96497.03828971,189.64,189.32,189.19,188.07
188.886806653,9170249108.18,20031206420.0,106048732.0,106048732.0,0.87,-3.55,16.02,96343.74982043,189.61,189.49,189.29,188.07
188.694693882,9167347245.33,20010833104.0,106048732.0,106048732.0,0.7,-3.43,15.84,96096.88264866,189.56,189.32,189.08,188.07
188.777815565,9142132352.83,20019648053.0,106048732.0,106048732.0,0.69,-3.15,15.84,97328.38093809,189.50,189.70,189.57,188.07
188.782367705,9149958244.27,20020158895.0,106048881.0,106048881.0,0.62,-3.03,15.82,97294.63621516,189.38,190.09,189.85,188.07
189.193619926,9129740614.58,20063771733.0,106048881.0,106048881.0,0.78,-2.68,16.02,93357.58415756,189.16,189.75,189.61,188.07
189.279689973,9081961683.25,20072938380.0,106049087.0,106049087.0,0.65,-2.59,16.01,92702.84480595,189.11,190.12,189.96,188.07
189.178229056,9010617746.29,20062178542.0,106049087.0,106049087.0,0.41,-2.51,15.85,93731.89492645,189.10,189.41,189.24,188.07
188.683125694,9003411055.86,20009707246.0,106049267.0,106049267.0,0.06,-2.69,15.49,90564.88009304,188.87,189.28,189.07,188.07
188.693643607,8990537019.24,20010822663.0,106049267.0,106049267.0,-0.04,-2.52,15.38,85487.41472940,188.49,189.41,189.18,188.07
188.804862716,8978679912.34,20022651718.0,106049449.0,106049449.0,-0.04,-2.29,15.32,83784.60646747,188.41,189.59,189.46,188.07
189.107888982,8977144420.48,20054787487.0,106049449.0,106049449.0,0.01,-1.96,15.37,83813.15341979,188.40,189.74,189.56,188.07
189.095427978,8980331296.55,20053466004.0,106049449.0,106049449.0,-0.09,-1.78,15.23,83082.82717576,188.35,190.12,190.02,188.07
189.57245625,8832694022.93,20104091047.0,106049642.0,106049642.0,0.16,-1.42,15.45,81380.74674951,188.30,189.97,189.96,188.07
189.196987088,8806089027.67,20064272677.0,106049642.0,106049642.0,0.07,-1.43,15.1,80184.07571474,188.22,190.06,190.03,188.07
189.373696278,8801271595.06,20083047942.0,106049828.0,106049828.0,0.28,-1.14,15.08,80540.83253449,188.20,190.67,190.53,188.07
190.370695058,8848763168.89,20188779491.0,106049828.0,106049828.0,0.85,-0.5,15.56,80136.83663554,188.20,191.16,191.00,188.07
191.765735744,8883597294.93,20336757654.0,106050007.0,106050007.0,1.53,0.33,16.28,78290.76710444,188.30,193.05,192.58,188.07
192.284031318,8898975679.17,20391722903.0,106050007.0,106050007.0,1.77,0.64,16.54,78681.36895556,188.38,193.00,192.89,188.07
192.366625869,8908177787.2,20400518882.0,106050199.0,106050199.0,1.68,0.75,16.46,77992.10260103,188.38,192.15,191.96,188.07
192.017905539,8802317227.64,20363537022.0,106050199.0,106050199.0,1.43,0.64,16.12,78080.78339239,188.41,192.55,192.17,188.07
192.323865318,8827008846.52,20396020707.0,106050389.0,106050389.0,1.45,0.86,16.17,81868.39265997,188.62,192.84,192.75,188.07
192.530155272,8847107990.25,20417897837.0,106050389.0,106050389.0,1.46,1.01,16.23,81167.40890963,188.77,193.51,193.29,188.07
192.782094416,8876696354.14,20444616081.0,106050389.0,106050389.0,1.15,1.21,16.26,81187.86516846,188.80,192.99,192.73,188.07
193.042279171,8905944141.99,20472249978.0,106050602.0,106050602.0,0.78,1.43,16.28,80799.43200170,188.84,193.77,193.46,188.07
193.158479381,8916080336.5,20484573080.0,106050602.0,106050602.0,0.54,1.58,16.22,80412.43463220,188.84,193.77,193.54,188.07
193.377089268,8883493519.92,20507790124.0,106050775.0,106050775.0,0.6,1.77,16.21,80525.05842506,188.86,194.20,194.10,188.07
